tweet,hate_probability,true_label,human_label,category,rationale,confidence
@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?,0.5188256685287671,0,,,,
Coke and white bitches.,0.5189650031576901,0,,,,
@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile,0.48093511264907635,1,,,,
Lord RT @Bbbnnnnnnas: @cocainemodel just shut up you pathetic ass bitch you're so worthless,0.5194689458140819,0,,,,
My nig said he don't see the differences between pornos and monster ball.... My face &#128551;,0.5195669617275814,0,,,,
"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",0.48003638044421276,0,,,,
I didn't forsake all other bitches for my wife to be getting fucked on by another nigga. and you know she married? you gotta die.,0.47978877976698864,1,,,,
Fucking bitches never hit a nigga back up,0.4797858686800833,0,,,,
I'm going to be an ugly niggah for Halloween so I can just be myself.,0.5211975661761542,0,,,,
Yal jus fags screen shootin the shit out of my stories &#128548; http://t.co/Cm55jy52J4,0.47865994799507006,0,,,,
Wait a min you nigga bitch! Lol RT @WILLIEP252: #FuckTheSteelers #HTTR I don't give a damn if it (cont) http://t.co/9VemNXDuQL,0.4776968372543517,0,,,,
@0ddment I could fuck a bowl of graham cracker cereal,0.47759969324353135,0,,,,
"RT @PickinUpGirls: It goes from ""baby"" to ""hoe"", "" I love you"" to "" Fuck you I hate you"", "" I need you"" to "" Fuck off"" from "" You're my eve&#8230;",0.47743177846912294,0,,,,
RT @Guinness_RAS: @chelsea_elisa tell him that you chose (A) not to trash the environment while trying to save it like a hypocritical douc&#8230;,0.5225759505069135,0,,,,
Happy this nigga nick old I only like red bones ass is watching this.,0.5232705312730849,0,,,,
@cristiannt_ nigga you beat who ass bitch we've never even fought so u need to stop making up shit and bring yo ass with them,0.47614462350768383,0,,,,
"Who is John Hanson? A ""Black"" Man, A Moor, John Hanson
was the First President of the United States! George... http://t.co/rpSeqjD3",0.47594740979831196,0,,,,
I feel like a swag fag w this shirt lmao http://t.co/P2x2qbejOh,0.4757669529092301,0,,,,
@thundercurlz yo ugly ass 4 eyes havin ass bitch,0.524800618194584,0,,,,
Padre /Yankee/Angel fans need to stfu,0.5251629806067708,0,,,,
"@shrekkalove 
You speak colored too?
I thinks I be in love",0.5261789157917739,0,,,,
Only retards retweet fuckry,0.4736581573909603,1,,,,
@Andreaa_olvera shut the fuck up hoe ass bitch fuck squirtin ass cunt hoe,0.4735946629831723,0,,,,
Hoes be like my niggas can't have no hoes... but that how he meet yo ass!,0.5265799438782476,0,,,,
"@RottenStench 
Tanks a lot dare mr. Pubes. I love my Uncle Tom :)",0.47321490074181843,0,,,,
@msteffens32 @StonerBoii2cold back in high school w/ one. fuck these hoes now nigga lol thats what they for,0.4731555601063111,0,,,,
"She is not a ""whore"" she a ho",0.5279455334271689,0,,,,
Why won't we run the ball? Our offensive coordinator is retarded,0.5281563755110825,0,,,,
"@iamSHIRAQ ion have a FB, niggas on twitter ain't worried about me, &amp; them IG nigga foe EVERYBODY so try again &#128514; my BFFL got the hoes",0.4716197514894954,0,,,,
RT @JazzRiley: Wat type of bitch ass nigga rape a innocent female,0.5285543184797855,0,,,,
I just be chillin tho .... I don't fuck w/ hoes or hoe niggas so I don't know about how they operate ... Maybe I'm wrong,0.5286956466718025,0,,,,
RT @crissstaaaaal: If unfollow me you're a little bitch cus you couldn't handle my tweets lol,0.5292395741522937,0,,,,
That's all I'm saying you hoe ass niggas.,0.470517863554792,0,,,,
so cold ma nig,0.5297626280846626,0,,,,
These niggas groupies they act worse than these hoes do,0.4694936977085689,0,,,,
RT @iMDatDudeFish: &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash: #ThotGoals .. RT @LessonswithKate: I wanna learn how to jigg really good so I can be in the circle.,0.46916263180414874,0,,,,
Egypt? R the muzzie Bros still running things? .@PeterClifford1: @TurtleWoman777 Only a tad better. Certainly no respectors of Dem though,0.46826603200976613,0,,,,
@BeanRozay im Tokyo but I get higher than a jet. Killing these dog ass hoes had to send em to the vet! Produced by @TNKTheMonstah,0.5323102782815725,0,,,,
Man that bad bitches/broke niggaz tweet was a trap.I feed bullshit negativity and niggaz line up for a plate.,0.4673094396912189,0,,,,
You're black? Your name looks Hungarian. You marry a Hunky? @JulieSczesny @ChrisLoesch,0.46694102846017405,0,,,,
#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5,0.5331578405029912,0,,,,
Can't be a major nigga with a minor hoe,0.4663153135662317,0,,,,
"when you're stupid, you don't know it. life is so easy. have you ever seen a depressed retard? i envy that.",0.5338821158519373,0,,,,
&#8220;@sc_waters: &#8220;@what_evaittakes: Ya niggas play to fuck my niggas play for keeps&#128526;&#8221;&#8252;&#65039;&#128514;&#128526;&#8221;these bitches can't fuck wit me &#128553;&#128553;,0.5343556549065159,0,,,,
Emoji ass nigguh,0.4656380404719245,0,,,,
"&#8220;@El_Grillo1: Islamic State suspects in Indonesia are Chinese Uighurs http://t.co/58IDicaHzT&#8221;
Uighur Jihadis: they're not just a PRC tool.",0.4655170118308702,0,,,,
@SchulzGrayson @Dswizzle3 if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy,0.5346070844870768,0,,,,
@Mahdyymahd @SoftestMuffin @_tee13 @TorahBlaze like the cure time when u shut da fuck up from gettin in other folks bizness like a lil bitch,0.5349842244102124,0,,,,
@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas,0.5351671312946948,1,,,,
"I fucking hate this fucking neighborhood, these fuckin bitches have someone over everyday ya3ne.",0.4646047823462503,0,,,,
"Basically, so...just do you. *shrugs* RT @CruzanChoklate: So if you're worried about being a ho or looking like one, good luck.",0.4642918950586764,0,,,,
are you serious right now? Hypocritical and double standards? Fuck outta my face with that trash,0.5369571073910919,0,,,,
Happy Columbus Day! Even #BillMaher likes #cocaine and #Columbus!!! What the fuck is wrong with you #liberals? Fuckin' #moron #retards....,0.5371181700372788,1,,,,
"I'd like to see someone try to hit me off. Joke's on you bitch, I don't have internet!",0.46275401113376263,0,,,,
RT @dylanhornick: @felferrara &amp; @_tiffanycarter rivvv tn. no bailing.. #pussies,0.46239035637539466,0,,,,
@dantoomey2 forgot someone niglet,0.5378971268988537,0,,,,
"someone just called someone a ""bitch ass nigga"" on black ops",0.5379200756989646,0,,,,
Im the niggah she really wanna ride wit,0.5393267507710655,0,,,,
ISIS Supporters in America: The Jihadis Next Door http://t.co/u0YHWkD34c http://t.co/0XHPbRL9EQ,0.46060461794781093,0,,,,
brass monkey dat funky monkey http://t.co/NaDoF9QqDa,0.539439257973673,0,,,,
@charlierose @jdickerson racist @NorahODonnell Texas trash GWBush came to WH numb remember he and Republicans stole the election,0.4601338510030453,0,,,,
"RT @misstannaebaby: Niggas all about sex now days. Unlike you bitches, i jus want somebody who gone better me as a young women&#58400;",0.459525054358789,0,,,,
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",0.4587640848494374,0,,,,
Big G-Day s/o to @MauricePrice17 #FreeBoosie nicca lol!!!!!,0.4585284611787077,0,,,,
RT @OTBVA: these judges are fuckin retarded,0.5416423120879489,0,,,,
RT @whodatth0: &#8220;@AAAdontplayy: lmfao hicks https://t.co/kNa2U0D2o0&#8221;lmfao,0.5417772032207603,0,,,,
@iLoveQui that hoe suck,0.45773419318809,0,,,,
not fun @DPD_UK when you have braxton hicks and cramps regularly from moving around. You try it!,0.4576461502255409,0,,,,
Why are #teabaggers so interested in saving people who are Muslim? Does Syria have oil? #morningjoe,0.5427045007100951,0,,,,
How can a woman take u serious when you're a hoe? I mean RT @BamaboyyBrandon: How can a nigga take you serious when youre a hoe? Lol like..,0.457269135390917,0,,,,
Yall Niggahs got me fucked up thinkin ima soft ass Lemme sing a love song to you ass niggah &#9995; .,0.45718582306898314,0,,,,
RT @TibaBurger: Sick ass goal #ned #WorldCup2014,0.5430307828486367,0,,,,
Delusional #teabagger thinks he can stop #gay marriage in #Wisconsin http://t.co/Sp6o6vOyDw #lgbt #teaparty #gaymarriage #ssm,0.5436800088655792,0,,,,
"Nigga fuck hoe , ion want fuck yo hoe , she a fat chick &amp; she bad built &#128080;",0.5437172610796037,0,,,,
"animal crackers are the fuckin bomb, yo",0.543777951020671,0,,,,
"It's a Bob Schieffer holiday now, he's proud and smitten that he's the ""good white guy,"" hicks be damned! Everything is 1965. Everything.",0.45537973791095604,0,,,,
RT @iLovedrunkgirls: &#8220;@DseanAssAFool: Bruh I never seen so many ugly bitches in one picture before smh http://t.co/ypGGSf64ea&#8221; is that Luda&#8230;,0.5448786435394823,0,,,,
&#8220;@NiggaImTatted: Niggas want a good girl but still wanna fuck with hoes but that ain't gone work. Gotta pick one&#8221;&#128514;&#128514;&#128514; boy stfu,0.5449046584635067,0,,,,
Honestly at this point I doubt I'd fuck Miley Cyrus anymore that bitch is a mess.,0.4540384429487206,0,,,,
You hoes give me more and more reasons everyday to stay my ass single for another 2 years,0.4537174393701071,0,,,,
"@RacistNegro69 @MrMooncricket fuck you, punk ass racist lil dick bitch. I've reported you fool.",0.5463838321487273,0,,,,
RT @WORIDSTARHlPHOP: If a Nigga try to slide in my bitch DMs.. http://t.co/Mr2FjYUgTn,0.4535991521413172,0,,,,
RT @GMB_Ace: If more Den 5 Niggas can Say dey Fuked Yo bitch U Shuldnt Be cuffin Her &#8252;&#65039;&#128554;,0.5464217746753415,0,,,,
RT @BigJonBul: The stars wink knowingly and smile at each other when they see two lovers kissing on a secluded bridge on a balmy autumn nig&#8230;,0.5466155179892631,0,,,,
Is this retarded bitch really this stupid?,0.5468814057038921,0,,,,
S/o to the homie @BlakkHoodie_562 niggah stay making bomb food when we high af,0.4527836820176749,0,,,,
"@Bitterchick 
Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato",0.548047944939238,0,,,,
"RT @thecrewfinest: ""@187XO_: Me and ma niggah @thecrewfinest In the Func fucccccccked upppppp &#128514;""I'm Here On!!!",0.548449727725358,0,,,,
"@TwoStarScoob good job tonight! You need to eat some crackers so,you'll stop throwing up !",0.5485311755439272,0,,,,
"RT @RakwonOGOD: ""Fuck bitches , get money"" - A favorite nigga's line when a girl leave his ass for another man",0.45103494711479675,0,,,,
RT @_____AL: Woww. Now niggas can't hit u bitches line and ask what u doin nomo.,0.4508176405653803,0,,,,
@O3_Millz white bitch?,0.5491961245693897,0,,,,
@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?,0.45054649818730824,0,,,,
@luvvida You're right.. I be around my nig....,0.5499729392382386,1,,,,
&#128034; dirty whore. I love you. but you a hoe. but I love you. Jesus is watching.,0.4499600548467055,0,,,,
Basically saying that the pound doesn't belong to us and it's English... Greedy cunts,0.4498697142788475,0,,,,
Bumpin that nigga nigga Rick Ross B.M.F this hoe going harrrrd highh outside enjoying this weather,0.4496826715139069,0,,,,
White bitches be lovin da colored men,0.5506096795898844,0,,,,
One of the best #faggot #jokes of all time is #StephenKing's #IT&gt; Anybody seen that #faggot lately? I believe he's dressed as #Obama .,0.44937320400219205,0,,,,
@usweekly that old cunt needs to sit down,0.4492037880342379,0,,,,
RT @Beyond_Fatal: &#8220;@_1nonlykeisha: @Beyond_Fatal my bitch bruhhh !!!&#8221; My nigga my nigga &#128541;&#128540;&#128536;,0.4490150046663023,0,,,,
1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.,0.5510987288284871,0,,,,
"&#8220;@_4ever_slim: U look like a cotton picker tho 

RT @KB_Three: About to put in field work &#127944;&#8221; damn dee got all the jokes",0.44888308827044093,0,,,,
RT @PRAYINGFORHEAD: tyga used to be good before he got into this swag fag shit,0.5516366156004773,0,,,,
Clowney is a bitch nigga get his ass off my team,0.4480873889023442,0,,,,
"Hoes thnk they ""won"" when the nigga thats ridin the fence start givin them a lil attention... what u won hoe? A wishywashy ass nigga? Oh.",0.5521631446011447,1,,,,
"RT @TheCockiestMan: ""She's really nice when you get to know her!"" = She's a bitch but you'll get used to it.",0.4477859583298196,0,,,,
"Okay, so maybe not every in #LosAngeles is evil. But I would 80% of the people I've encountered have been trash, another 10% barely human.",0.5522900994140016,0,,,,
She burned that bitch,0.5524572156085403,0,,,,
"""@adriwadrri: No love for these fuck niggas"" hoes*",0.5525972348505539,0,,,,
Bullets through a nigguh tru jeans,0.4468607494909456,1,,,,
RT @The_Searcy: Happy cunt bags&#128076;,0.5540125864625528,0,,,,
&#8220;@DammitSlimm: ppl who think webbie betta then boosie jus retarded&#8221;,0.4459357001888263,0,,,,
RT @Plurizard: I don't burn bridges.. tf I look like holding a grudge and being a lil bitch. Shit happens. You'll be fine.,0.4458897260650641,0,,,,
@ManBearDrgn would be funnier if America and not pussy Canada.,0.4454832944492072,0,,,,
"RT @DreGambiino: Niggas be like ""I got some hoes on the flo"" .... &#128567; http://t.co/swFpGRBliv",0.5550587181196455,0,,,,
Yall black ass hoes aint east African,0.4446483016589152,0,,,,
all these hoes sweating and chasing niggas on this show&#128553;,0.5554602233496069,0,,,,
Oomf make my skin itch. Like ew bitch.,0.44443775367883537,0,,,,
@aurabogado el negro?,0.5557270885858726,0,,,,
"RT @FaZeDedo: To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots.",0.44426043949923033,1,,,,
@asiahh__ alright bitch I hope someone deletes your life suck 30 dicks and get hit by 2 buses,0.44396889964128455,0,,,,
&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga,0.5560938000993189,1,,,,
Goes ape shit on my ass like nigggga tf you doin&#128545; i hust saved yo life so i pushed her ass into the the wall then she calmed down again&#128553;&#128529;,0.44329753729219235,0,,,,
real nigga shit she wanna be a righteous young rich nigga bitch,0.5568445233701254,0,,,,
"Really. 3 hours to find paper work is retarded. Tarrant County Courts suck. 
#wasteoftime",0.5574248929415766,0,,,,
@alexissixela__ stfu youre a pussy sit your ass down with all that noise,0.4420823005314399,0,,,,
@TheOneMiss_Luu This is true. That bitch has two accounts @PoniesForever7,0.44160614132911696,0,,,,
RT @JManziel2: &#8220;@RealZachK0enn: @JManziel2 You're a faggot&#8221;you're a Texas fan...,0.44157489278083994,1,,,,
RT @StormyDaniels: I know another chick I will NEVER shoot again. Filing this one under: heartless cunt,0.5587445631269102,0,,,,
RT @BmorePocahontas: Asking his kids if they brought an apple for the teacher &#128514;&#128514;&#128514; he's such a queer,0.4409538300025837,0,,,,
"HYSTERICAL!! Calling BHO a monkey! #NorthKorea &lt; may be a bunch of assholes, but that comment made me belly laugh!!!",0.5592031684690976,0,,,,
RT @DineroLoco_Bo: If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling,0.5596169687220185,0,,,,
"RT @cocaLove_: All it takes is one female to change that nigga, but it takes 100 niggas to change that hoe http://t.co/u0FdWrv17y",0.43938975637994165,0,,,,
For every hoe out there there's some nigga out there tryna save her and make turn her into a good woman...she jus keep ignoring his texts,0.4393667713939437,0,,,,
Dad called me a border hopper,0.560637388478253,0,,,,
"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%",0.4393234342052733,1,,,,
"you got niggas, and i got bitches.",0.43916824294654855,0,,,,
"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil",0.5609984782731352,1,,,,
RT @BrooksBeau: Follow spree cunts. Just retweet this #followmeBeau,0.43867301260347596,0,,,,
"Young, stupid ass hoes these days&#128514;&#128514;#GOTDAYUM",0.5629107983396712,0,,,,
Fuck all u stupid hoes #idgafmode,0.43701822359099185,0,,,,
"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",0.5631825341696799,1,,,,
The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl,0.5635936488949544,1,,,,
"High then a hoe, hitting this bowl for my nigga Rick! #RIPRick",0.4363404564244199,0,,,,
"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts",0.4358383582699831,1,,,,
Honestly I think I would trash that young man. And I'll fuck his bitch. And I'll smack his mother. Prolly shot his ugly ass dog,0.43576172368055005,0,,,,
"One thing I hate more than Lightskin niggas, is a Confused bitch like either you go fwm or you gon fw these niggas. &#9995;&#128564;",0.5643171604186237,0,,,,
@THEHermanCain @redskins I'm not a liberal &amp; I support changing the name. It transcends standard political grandstanding.,0.43516207297819387,0,,,,
"RT @WeAreGirICodes: i love this emoji &#128129; 
she's just like DUH bitch &#128129; 
lol i don't give a fuck &#128129; 
you're ugly &#128129; 
whatcha gonna do about it &#128129;&#8230;",0.4348487964593811,0,,,,
"Oops, I just had a Freudian slit.",0.4348125622689407,0,,,,
"RT @omfgmeezy: she stole my shit, what a little niglet.",0.5652562017613992,0,,,,
@kieffer_jason wtf u think u ole pussy ass nigga,0.5652706966462308,0,,,,
Ya'll take note. There ain't never tornadoes where colored folk live,0.434605575781859,0,,,,
Attention one and all. @JordanWright23 just motoroboated my knees. Someone get this jiggaboo some water. She #thirsty.,0.5656622517918672,0,,,,
RT @woohdakidd_74: &#8220;@Shane_A1: I'm steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys&#8221;&#128561;&#128561;smh sad &#8230;,0.4339838318465183,0,,,,
I'm about to jog higher this stupid bitch ass hoe @mf saab1@t_jawad89 @,0.43349818315806565,0,,,,
It's this dyke chick cut hair in the barbershop look just like Future,0.5668644987837235,1,,,,
"+ 1 RT @RayThaGawd: &#8220;@_AListRaivyn: Joe Budden makes people delete their twitter accounts lmfao.&#8221; He's pussy tho he blocked me""",0.4327650069962678,0,,,,
"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie &amp; Wish... you wanna watch hillbillies shoot pumpkins",0.4323426690220427,0,,,,
@JacobbBacker you don't know shit about me faggot bitch,0.5678273133780615,1,,,,
&#8220;@lyricsaidso: every bitch tell me I act like a nigga.. whatever the fuck that means&#8221;,0.5678287738626857,0,,,,
@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,0.43203639348723755,0,,,,
@BraXXXedelic fight that shit say you're on free lunch and they must have the game fucked up cause you're colored like the rest of them,0.5683279885092075,0,,,,
"~~Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow &amp; white. A Coll http://t.co/H0dYEBvnZB",0.5692412119558538,0,,,,
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",0.4304872985820727,0,,,,
Hopefully this niggah buys my gamma 11's cause I want them,0.43010630530572697,0,,,,
I can tell when certain and specific people are posting on a group/corporate fb/twitter page by the consistent retarded hashtags #makeshitup,0.4299195258534292,0,,,,
I be ready to tell a bitch shut da fuck up lol,0.42983856000687237,0,,,,
"&#8220;@itslizkhalifa: If pussy is just pussy to you, you a nasty ass nigga.. Hope you get aids &#128553;&#8221; bit harsh. Rethink that statement",0.4296067909878837,0,,,,
RT @thebrandymedel: Every bitch got a nigga that she gone always fuck with. No matter what. &#128152;,0.5708834294183047,0,,,,
Some of these hood negros don't deserve bail money the way they be visiting jail.,0.42868793033520236,1,,,,
Shut yo mesquito lookin ass up poped bitch,0.4285023340148557,0,,,,
